dataset,method,auto_release_rate_mean,auto_release_rate_std,inspection_rate_mean,inspection_rate_std,missed_failure_rate_mean,missed_failure_rate_std,review_fail_capture_mean,review_fail_capture_std,threshold_mean,threshold_std,test_auc_mean,test_auc_std,test_average_precision_mean,test_average_precision_std
SECOM,DTCG-Proposed,0.17991176470588235,0.14029556079312575,0.8200882352941177,0.14029556079312577,0.03333333333333333,0.13276955350009692,0.7791666666666667,0.3990509721667747,0.10761757854650422,0.029085737292741994,0.673247462919594,0.03201473824562415,0.11320280428521541,0.012037778485690542
SECOM,Global-CP,0.9807941176470589,0.022667593749747094,0.019205882352941177,0.02266759374974711,0.795138888888889,0.38877271220264276,0.017361111111111112,0.058863374511526276,0.2092031399406972,0.003620055741463672,0.673247462919594,0.03201473824562415,0.11320280428521541,0.012037778485690542
SECOM,Mondrian-CP,0.19191176470588237,0.13405053447487908,0.8080882352941176,0.13405053447487905,0.03333333333333333,0.13276955350009692,0.7791666666666667,0.3990509721667747,0.11479208378293784,0.008269060655120317,0.673247462919594,0.03201473824562415,0.11320280428521541,0.012037778485690542
SECOM,Periodic-Rolling-CP,0.2929411764705882,0.17203621988469198,0.7070588235294117,0.172036219884692,0.08055555555555556,0.22079357929291704,0.7319444444444445,0.4152484066870502,0.12287049891540225,0.009828166384022105,0.673247462919594,0.03201473824562415,0.11320280428521541,0.012037778485690542
SECOM,Probability-0.5,1.0,0.0,0.0,0.0,0.8125,0.39277493797177815,0.0,0.0,0.5,0.0,0.673247462919594,0.03201473824562415,0.11320280428521541,0.012037778485690542
SECOM,Weighted-Mondrian,0.32794117647058824,0.17630704757662144,0.6720588235294118,0.1763070475766214,0.1,0.2502382050040158,0.7125,0.42298537515860074,0.12579765006861227,0.009484394680085486,0.673247462919594,0.03201473824562415,0.11320280428521541,0.012037778485690542
