dataset,seed,batch,domain_auc,threshold,mean_density_weight,min_density_weight,median_density_weight,max_density_weight,low_clip_fraction,high_clip_fraction
AI4I,37,9,1.0,0.0667777226694874,1.1997725237562322,0.05,0.608687193929747,12.97905157767975,0.004,0.0
AI4I,37,10,1.0,0.06437352905092844,1.1653533418216544,0.05139556896300336,0.5949224275439071,11.340500206732148,0.0,0.0
AI4I,37,11,1.0,0.044057728415375474,1.022184782175904,0.08842048380083084,0.60151032225147,7.427731389737123,0.0,0.0
AI4I,37,12,1.0,0.06883742765004847,0.9777258239459938,0.09636625145673633,0.6066212281741092,6.4271334410384835,0.0,0.0
AI4I,37,13,1.0,0.07000922341303228,0.9670204313288691,0.1051704982394694,0.615495862831263,6.30597254429895,0.0,0.0
AI4I,37,14,1.0,0.06855249100400804,0.9609477450340821,0.10042656573628642,0.6185124998486298,6.1512665920949665,0.0,0.0
AI4I,37,15,1.0,0.06883742765004847,0.9796389355552118,0.09954957088661015,0.6073827691361255,6.888280266022044,0.0,0.0
AI4I,37,16,1.0,0.07000922341303228,0.971971671267521,0.10321549834187665,0.6157721426365083,6.696440433604885,0.0,0.0
AI4I,37,17,1.0,0.06439695957293481,1.0343381137574275,0.06886229963621424,0.6033024874183259,8.721346585758926,0.0,0.0
AI4I,37,18,1.0,0.06883742765004847,0.9591367180488283,0.110793917891079,0.613933901574233,6.564197283176789,0.0,0.0
AI4I,37,19,1.0,0.06883742765004847,0.9377053612906942,0.12493026419826234,0.6062541466019169,5.627358676231582,0.0,0.0
AI4I,37,20,1.0,0.044057728415375474,0.9579415886017836,0.1096276023498912,0.6082296141951005,6.121292225339272,0.0,0.0
AI4I,37,21,1.0,0.06718391239132165,0.9490039255607614,0.11695844112233492,0.6072560041170504,5.938428979886616,0.0,0.0
AI4I,37,22,1.0,0.06507495324764676,0.9848946991671849,0.09257442181522307,0.604213688617439,6.857131017176994,0.0,0.0
AI4I,37,23,1.0,0.06721522457169317,1.0205492035601416,0.08296341510253603,0.6001152198280748,7.836269649558776,0.0,0.0
AI4I,37,24,1.0,0.044057728415375474,1.0617697687708878,0.07278341123713204,0.5915079349053005,8.828105982609992,0.0,0.0
AI4I,37,25,1.0,0.06459035780357116,1.0928319113616525,0.06562069876548902,0.5824502293211931,9.898703238401295,0.0,0.0
AI4I,37,26,1.0,0.044057728415375474,1.1349017986264494,0.06214526739761052,0.572523191895507,9.674749543732268,0.0,0.0
AI4I,37,27,1.0,0.044057728415375474,1.0180111452525773,0.08955764806522241,0.5939911319924059,7.6020849644524935,0.0,0.0
AI4I,37,28,1.0,0.06549635011703123,1.0484735381096983,0.08130567664960288,0.5882208812682426,8.987547277543285,0.0,0.0
AI4I,37,29,0.9999687656171914,0.06883742765004847,1.2553840436327433,0.05,0.60258368392265,11.809978432134224,0.001,0.0
AI4I,37,30,0.9964701616247167,0.06947339111524871,1.5069550221078654,0.05,0.7202671718165673,17.99178677099271,0.01,0.0
AI4I,37,31,0.993503496661844,0.07296108982177092,1.606473355650738,0.05,0.8018887593201989,14.916398226111362,0.0015,0.0
AI4I,37,32,1.0,0.06856007472228275,1.4306208212067077,0.05,0.6557214683886545,14.333322946223536,0.011,0.0
AI4I,37,33,1.0,0.06438660894660896,1.4122551793848765,0.05,0.6448869424870487,16.03126517088861,0.008,0.0
AI4I,37,34,1.0,0.06860183878041463,1.345933422067944,0.05,0.6292183975065198,13.375454472011201,0.0085,0.0
AI4I,37,35,1.0,0.06238504300879165,1.2172552577282352,0.05,0.6039921655184183,12.737190254759502,0.003,0.0
AI4I,37,36,1.0,0.06883742765004847,1.1436926205984133,0.06319331224802575,0.5830881321358508,11.396929955688575,0.0,0.0
AI4I,37,37,1.0,0.0630318410313457,1.2900257174390959,0.05,0.6002856627045722,14.281071470058757,0.001,0.0
AI4I,37,38,1.0,0.044057728415375474,1.1238077725962285,0.06958698185969908,0.5663839575795218,10.78358425742577,0.0,0.0
AI4I,37,39,1.0,0.044057728415375474,1.1021560921956701,0.06393542369741675,0.5400475975059136,8.437429513423174,0.0,0.0
AI4I,47,0,0.9266083869829792,0.07110558034359413,1.719762153768088,0.12386242148299963,1.197000101877424,13.718421826559688,0.0,0.0
AI4I,47,1,0.9037128947008566,0.06725348109063278,1.7070827326526812,0.20030754915041235,1.0465270072092405,6.9190358521563,0.0,0.0
AI4I,47,2,0.9414660824507372,0.0665601511914654,1.70282954233161,0.12606505708025995,1.1186730890710193,9.299538358260254,0.0,0.0
AI4I,47,3,0.9937390097567361,0.06947422338926983,1.6407898808981027,0.05,0.8470824269236734,12.51461990362208,0.0065,0.0
AI4I,47,4,1.0,0.06164288332238798,1.4430464812930242,0.05,0.6721324022506128,17.274985235663934,0.02,0.0
AI4I,47,5,1.0,0.05973774514342665,1.3577439811813528,0.05,0.6518105116710043,12.77567416740684,0.0185,0.0
AI4I,47,6,1.0,0.06048593936980361,1.283392208022762,0.05,0.6231610258654278,15.65694386031808,0.003,0.0
AI4I,47,7,1.0,0.05973774514342665,1.2723888453567354,0.05,0.6054757540678113,15.519379739811983,0.0055,0.0
AI4I,47,8,1.0,0.06165448091298032,1.2677481825227925,0.05,0.6319279521175405,12.041923882744088,0.004,0.0
AI4I,47,9,1.0,0.0596385101791913,1.1997725237562322,0.05,0.608687193929747,12.97905157767975,0.004,0.0
AI4I,47,10,1.0,0.05938120567636249,1.1653533418216544,0.05139556896300336,0.5949224275439071,11.340500206732148,0.0,0.0
AI4I,47,11,1.0,0.03900432433826562,1.022184782175904,0.08842048380083084,0.60151032225147,7.427731389737123,0.0,0.0
AI4I,47,12,1.0,0.06116424891929537,0.9777258239459938,0.09636625145673633,0.6066212281741092,6.4271334410384835,0.0,0.0
AI4I,47,13,1.0,0.06178742792810906,0.9670204313288691,0.1051704982394694,0.615495862831263,6.30597254429895,0.0,0.0
AI4I,47,14,1.0,0.05973774514342665,0.9609477450340821,0.10042656573628642,0.6185124998486298,6.1512665920949665,0.0,0.0
AI4I,47,15,1.0,0.06116424891929537,0.9796389355552118,0.09954957088661015,0.6073827691361255,6.888280266022044,0.0,0.0
AI4I,47,16,1.0,0.06199842528221688,0.971971671267521,0.10321549834187665,0.6157721426365083,6.696440433604885,0.0,0.0
AI4I,47,17,1.0,0.05961502935903904,1.0343381137574275,0.06886229963621424,0.6033024874183259,8.721346585758926,0.0,0.0
AI4I,47,18,1.0,0.06048593936980361,0.9591367180488283,0.110793917891079,0.613933901574233,6.564197283176789,0.0,0.0
AI4I,47,19,1.0,0.061281230499806355,0.9377053612906942,0.12493026419826234,0.6062541466019169,5.627358676231582,0.0,0.0
AI4I,47,20,1.0,0.03900432433826562,0.9579415886017836,0.1096276023498912,0.6082296141951005,6.121292225339272,0.0,0.0
AI4I,47,21,1.0,0.05973774514342665,0.9490039255607614,0.11695844112233492,0.6072560041170504,5.938428979886616,0.0,0.0
AI4I,47,22,1.0,0.059671524166615454,0.9848946991671849,0.09257442181522307,0.604213688617439,6.857131017176994,0.0,0.0
AI4I,47,23,1.0,0.05973774514342665,1.0205492035601416,0.08296341510253603,0.6001152198280748,7.836269649558776,0.0,0.0
AI4I,47,24,1.0,0.03900432433826562,1.0617697687708878,0.07278341123713204,0.5915079349053005,8.828105982609992,0.0,0.0
AI4I,47,25,1.0,0.0596385101791913,1.0928319113616525,0.06562069876548902,0.5824502293211931,9.898703238401295,0.0,0.0
AI4I,47,26,1.0,0.03900432433826562,1.1349017986264494,0.06214526739761052,0.572523191895507,9.674749543732268,0.0,0.0
AI4I,47,27,1.0,0.03900432433826562,1.0180111452525773,0.08955764806522241,0.5939911319924059,7.6020849644524935,0.0,0.0
AI4I,47,28,1.0,0.05973774514342665,1.0484735381096983,0.08130567664960288,0.5882208812682426,8.987547277543285,0.0,0.0
AI4I,47,29,1.0,0.061281230499806355,1.2553840436327433,0.05,0.60258368392265,11.809978432134224,0.001,0.0
AI4I,47,30,0.9969751147213887,0.059790557168003376,1.5069550221078654,0.05,0.7202671718165673,17.99178677099271,0.01,0.0
AI4I,47,31,0.9923277905738881,0.065436154708403,1.606473355650738,0.05,0.8018887593201989,14.916398226111362,0.0015,0.0
AI4I,47,32,1.0,0.05973774514342665,1.4306208212067077,0.05,0.6557214683886545,14.333322946223536,0.011,0.0
AI4I,47,33,1.0,0.05938120567636249,1.4122551793848765,0.05,0.6448869424870487,16.03126517088861,0.008,0.0
AI4I,47,34,1.0,0.05973774514342665,1.345933422067944,0.05,0.6292183975065198,13.375454472011201,0.0085,0.0
AI4I,47,35,1.0,0.05916784862196629,1.2172552577282352,0.05,0.6039921655184183,12.737190254759502,0.003,0.0
AI4I,47,36,1.0,0.06164288332238798,1.1436926205984133,0.06319331224802575,0.5830881321358508,11.396929955688575,0.0,0.0
AI4I,47,37,1.0,0.05938120567636249,1.2900257174390959,0.05,0.6002856627045722,14.281071470058757,0.001,0.0
AI4I,47,38,1.0,0.03900432433826562,1.1238077725962285,0.06958698185969908,0.5663839575795218,10.78358425742577,0.0,0.0
AI4I,47,39,1.0,0.03900432433826562,1.1021560921956701,0.06393542369741675,0.5400475975059136,8.437429513423174,0.0,0.0
