dataset,seed,method,batch,threshold,test_auc,test_average_precision,n,fail_n,auto_release_rate,inspection_rate,missed_failure_rate,false_accepts,inspected_failure_count,review_fail_capture,domain_auc,shift_flag,mean_density_weight,min_density_weight,median_density_weight,max_density_weight,low_clip_fraction,high_clip_fraction,gate_mode,minimum_failures
SECOM,37,DTCG-Proposed,8,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,5.0,0.08,0.92,0.0,0.0,5.0,1.0,0.9974937343358397,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,9,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.14,0.86,0.0,0.0,1.0,1.0,0.9936310541498611,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,10,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,9.0,0.06,0.94,0.1111111111111111,1.0,8.0,0.8888888888888888,0.9973302164542172,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,11,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.04,0.96,0.0,0.0,3.0,1.0,0.9949874686716792,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,12,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.16,0.84,0.0,0.0,3.0,1.0,0.997641161727849,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,13,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9995335820895522,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,14,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9964617425917736,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,37,DTCG-Proposed,15,0.10840506806574912,0.6165105386416861,0.10441089547429536,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9954051796157058,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,Probability-0.5,0,0.5,0.6820062451209992,0.09663424684700718,50.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.9673485458598208,1,,,,,,,,
SECOM,47,Probability-0.5,1,0.5,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9439906559638782,1,,,,,,,,
SECOM,47,Probability-0.5,2,0.5,0.6820062451209992,0.09663424684700718,50.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.9944834375226916,1,,,,,,,,
SECOM,47,Probability-0.5,3,0.5,0.6820062451209992,0.09663424684700718,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9954967257916522,1,,,,,,,,
SECOM,47,Probability-0.5,4,0.5,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9923337756155094,1,,,,,,,,
SECOM,47,Probability-0.5,5,0.5,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9961105710941092,1,,,,,,,,
SECOM,47,Probability-0.5,6,0.5,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9991154356479434,1,,,,,,,,
SECOM,47,Probability-0.5,7,0.5,0.6820062451209992,0.09663424684700718,50.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.9990832546687174,1,,,,,,,,
SECOM,47,Probability-0.5,8,0.5,0.6820062451209992,0.09663424684700718,50.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.9942181507324062,1,,,,,,,,
SECOM,47,Probability-0.5,9,0.5,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9972175830269263,1,,,,,,,,
SECOM,47,Probability-0.5,10,0.5,0.6820062451209992,0.09663424684700718,50.0,9.0,1.0,0.0,1.0,9.0,0.0,0.0,0.9929019624346203,1,,,,,,,,
SECOM,47,Probability-0.5,11,0.5,0.6820062451209992,0.09663424684700718,50.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.9903071990775887,1,,,,,,,,
SECOM,47,Probability-0.5,12,0.5,0.6820062451209992,0.09663424684700718,50.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.9970514521598113,1,,,,,,,,
SECOM,47,Probability-0.5,13,0.5,0.6820062451209992,0.09663424684700718,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9970434069150048,1,,,,,,,,
SECOM,47,Probability-0.5,14,0.5,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9904172195193867,1,,,,,,,,
SECOM,47,Probability-0.5,15,0.5,0.6820062451209992,0.09663424684700718,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9936545343458149,1,,,,,,,,
SECOM,47,Global-CP,0,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.9673485458598208,1,,,,,,,,
SECOM,47,Global-CP,1,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,1.0,0.98,0.02,1.0,1.0,0.0,0.0,0.9439906559638782,1,,,,,,,,
SECOM,47,Global-CP,2,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,4.0,0.98,0.02,0.75,3.0,1.0,0.25,0.9944834375226916,1,,,,,,,,
SECOM,47,Global-CP,3,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9954967257916522,1,,,,,,,,
SECOM,47,Global-CP,4,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,1.0,0.96,0.04,1.0,1.0,0.0,0.0,0.9923337756155094,1,,,,,,,,
SECOM,47,Global-CP,5,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,1.0,0.98,0.02,1.0,1.0,0.0,0.0,0.9961105710941092,1,,,,,,,,
SECOM,47,Global-CP,6,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,1.0,0.96,0.04,1.0,1.0,0.0,0.0,0.9991154356479434,1,,,,,,,,
SECOM,47,Global-CP,7,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,3.0,0.96,0.04,1.0,3.0,0.0,0.0,0.9990832546687174,1,,,,,,,,
SECOM,47,Global-CP,8,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,5.0,0.92,0.08,1.0,5.0,0.0,0.0,0.9942181507324062,1,,,,,,,,
SECOM,47,Global-CP,9,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,1.0,0.96,0.04,1.0,1.0,0.0,0.0,0.9972175830269263,1,,,,,,,,
SECOM,47,Global-CP,10,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,9.0,0.96,0.04,0.8888888888888888,8.0,1.0,0.1111111111111111,0.9929019624346203,1,,,,,,,,
SECOM,47,Global-CP,11,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,3.0,0.96,0.04,1.0,3.0,0.0,0.0,0.9903071990775887,1,,,,,,,,
SECOM,47,Global-CP,12,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,3.0,0.98,0.02,1.0,3.0,0.0,0.0,0.9970514521598113,1,,,,,,,,
SECOM,47,Global-CP,13,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9970434069150048,1,,,,,,,,
SECOM,47,Global-CP,14,0.2072638822615292,0.6820062451209992,0.09663424684700718,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9904172195193867,1,,,,,,,,
SECOM,47,Global-CP,15,0.2072638822615292,0.6820062451209992,0.09663424684700718,17.0,0.0,0.8823529411764706,0.11764705882352941,0.0,0.0,0.0,0.0,0.9936545343458149,1,,,,,,,,
SECOM,47,Mondrian-CP,0,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,2.0,0.24,0.76,0.0,0.0,2.0,1.0,0.9673485458598208,1,,,,,,,,
SECOM,47,Mondrian-CP,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,,,,,,,,
SECOM,47,Mondrian-CP,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,,,,,,,,
SECOM,47,Mondrian-CP,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,,,,,,,,
SECOM,47,Mondrian-CP,4,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9923337756155094,1,,,,,,,,
SECOM,47,Mondrian-CP,5,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.18,0.82,0.0,0.0,1.0,1.0,0.9961105710941092,1,,,,,,,,
SECOM,47,Mondrian-CP,6,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,,,,,,,,
SECOM,47,Mondrian-CP,7,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.08,0.92,0.0,0.0,3.0,1.0,0.9990832546687174,1,,,,,,,,
SECOM,47,Mondrian-CP,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,,,,,,,,
SECOM,47,Mondrian-CP,9,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9972175830269263,1,,,,,,,,
SECOM,47,Mondrian-CP,10,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,9.0,0.22,0.78,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,,,,,,,,
SECOM,47,Mondrian-CP,11,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.14,0.86,0.0,0.0,3.0,1.0,0.9903071990775887,1,,,,,,,,
SECOM,47,Mondrian-CP,12,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.28,0.72,0.0,0.0,3.0,1.0,0.9970514521598113,1,,,,,,,,
SECOM,47,Mondrian-CP,13,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.9970434069150048,1,,,,,,,,
SECOM,47,Mondrian-CP,14,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.28,0.72,0.0,0.0,1.0,1.0,0.9904172195193867,1,,,,,,,,
SECOM,47,Mondrian-CP,15,0.12252009882102755,0.6820062451209992,0.09663424684700718,17.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.9936545343458149,1,,,,,,,,
SECOM,47,Weighted-Mondrian,0,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,2.0,0.24,0.76,0.0,0.0,2.0,1.0,0.9673485458598208,1,0.6109683968624506,0.05,0.43400467138525406,7.4434309173395174,0.0125,0.0,,
SECOM,47,Weighted-Mondrian,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,0.580411633563007,0.05,0.4216948977911289,4.588874094959471,0.0075,0.0,,
SECOM,47,Weighted-Mondrian,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,0.4703310128273098,0.05,0.36370554491364876,2.380456099412686,0.005,0.0,,
SECOM,47,Weighted-Mondrian,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,0.4608220378954613,0.05,0.38208732906022436,2.896878140746557,0.0075,0.0,,
SECOM,47,Weighted-Mondrian,4,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.38,0.62,0.0,0.0,1.0,1.0,0.9923337756155094,1,0.4845551950290882,0.05,0.38469180726407975,3.3012918282755956,0.0075,0.0,,
SECOM,47,Weighted-Mondrian,5,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.22,0.78,0.0,0.0,1.0,1.0,0.9961105710941092,1,0.46956390012354277,0.05,0.38273132859805936,2.636002965759938,0.005,0.0,,
SECOM,47,Weighted-Mondrian,6,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,0.4727517820113051,0.05,0.382170639765417,2.3693538676505455,0.005,0.0,,
SECOM,47,Weighted-Mondrian,7,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,3.0,0.12,0.88,0.0,0.0,3.0,1.0,0.9990832546687174,1,0.46807632061835636,0.05,0.36881847783347493,2.5206321259436746,0.01,0.0,,
SECOM,47,Weighted-Mondrian,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,0.49319791971937993,0.05,0.401676015263598,3.4451338388147734,0.0025,0.0,,
SECOM,47,Weighted-Mondrian,9,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.24,0.76,0.0,0.0,1.0,1.0,0.9972175830269263,1,0.4792178956619027,0.05,0.3969244607584481,2.2124511843265213,0.0025,0.0,,
SECOM,47,Weighted-Mondrian,10,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,9.0,0.3,0.7,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,0.4772096108994514,0.05,0.39910248208706445,2.778761576630255,0.0075,0.0,,
SECOM,47,Weighted-Mondrian,11,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,3.0,0.18,0.82,0.0,0.0,3.0,1.0,0.9903071990775887,1,0.4692752731084467,0.05,0.40461320737041057,2.2131981312233786,0.01,0.0,,
SECOM,47,Weighted-Mondrian,12,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,3.0,0.34,0.66,0.0,0.0,3.0,1.0,0.9970514521598113,1,0.46346231721892145,0.05,0.3816355434909815,2.115859056820393,0.0075,0.0,,
SECOM,47,Weighted-Mondrian,13,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,0.0,0.58,0.42,0.0,0.0,0.0,0.0,0.9970434069150048,1,0.4541249802892142,0.05,0.3643829585788091,3.5802543109244755,0.0075,0.0,,
SECOM,47,Weighted-Mondrian,14,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9904172195193867,1,0.4604487019532408,0.05,0.36383720803427444,2.304976692195074,0.005,0.0,,
SECOM,47,Weighted-Mondrian,15,0.1265191481377239,0.6820062451209992,0.09663424684700718,17.0,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,0.9936545343458149,1,1.651338058240809,0.3963681974338625,1.534045640893841,5.493470819073555,0.0,0.0,,
SECOM,47,Periodic-Rolling-CP,0,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,2.0,0.24,0.76,0.0,0.0,2.0,1.0,0.9673485458598208,1,,,,,,,stable,5.0
SECOM,47,Periodic-Rolling-CP,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,,,,,,,stable,5.0
SECOM,47,Periodic-Rolling-CP,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,,,,,,,stable,5.0
SECOM,47,Periodic-Rolling-CP,3,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.9954967257916522,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,4,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.38,0.62,0.0,0.0,1.0,1.0,0.9923337756155094,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,5,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.22,0.78,0.0,0.0,1.0,1.0,0.9961105710941092,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,6,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,7,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,3.0,0.12,0.88,0.0,0.0,3.0,1.0,0.9990832546687174,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,8,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,9,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.24,0.76,0.0,0.0,1.0,1.0,0.9972175830269263,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,10,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,9.0,0.3,0.7,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,11,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,3.0,0.2,0.8,0.0,0.0,3.0,1.0,0.9903071990775887,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,12,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,3.0,0.34,0.66,0.0,0.0,3.0,1.0,0.9970514521598113,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,13,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,0.0,0.58,0.42,0.0,0.0,0.0,0.0,0.9970434069150048,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,14,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9904172195193867,1,,,,,,,rolling-calibration,5.0
SECOM,47,Periodic-Rolling-CP,15,0.1273335370511841,0.6820062451209992,0.09663424684700718,17.0,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,0.9936545343458149,1,,,,,,,rolling-calibration,5.0
SECOM,47,DTCG-Proposed,0,0.0,0.6820062451209992,0.09663424684700718,50.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.9673485458598208,1,,,,,,,first-shift-hold,5.0
SECOM,47,DTCG-Proposed,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,,,,,,,shifted-base-calibration,5.0
SECOM,47,DTCG-Proposed,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,,,,,,,shifted-base-calibration,5.0
SECOM,47,DTCG-Proposed,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,4,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9923337756155094,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,5,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.18,0.82,0.0,0.0,1.0,1.0,0.9961105710941092,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,6,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,7,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.08,0.92,0.0,0.0,3.0,1.0,0.9990832546687174,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,9,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9972175830269263,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,10,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,9.0,0.22,0.78,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,11,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.14,0.86,0.0,0.0,3.0,1.0,0.9903071990775887,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,12,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.28,0.72,0.0,0.0,3.0,1.0,0.9970514521598113,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,13,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.9970434069150048,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,14,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.28,0.72,0.0,0.0,1.0,1.0,0.9904172195193867,1,,,,,,,shifted-rolling-calibration,5.0
SECOM,47,DTCG-Proposed,15,0.12252009882102755,0.6820062451209992,0.09663424684700718,17.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.9936545343458149,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,7,Probability-0.5,0,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,1.0,1.0,0.0,0.0,0.8975316153087562,1,,,,,,,,
AI4I,7,Probability-0.5,1,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.898429704508283,1,,,,,,,,
AI4I,7,Probability-0.5,2,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9316144403067853,1,,,,,,,,
AI4I,7,Probability-0.5,3,0.5,0.9472404189385322,0.6894256265569412,50.0,3.0,0.96,0.04,0.3333333333333333,1.0,2.0,0.6666666666666666,0.9932104474171676,1,,,,,,,,
AI4I,7,Probability-0.5,4,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,5,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,6,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,7,0.5,0.9472404189385322,0.6894256265569412,50.0,2.0,0.98,0.02,0.5,1.0,1.0,0.5,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,8,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,9,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,10,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,11,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,12,0.5,0.9472404189385322,0.6894256265569412,50.0,2.0,0.96,0.04,0.5,1.0,1.0,0.5,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,13,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,14,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,15,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,16,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,17,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,18,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,19,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,20,0.5,0.9472404189385322,0.6894256265569412,50.0,4.0,0.98,0.02,0.75,3.0,1.0,0.25,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,21,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,22,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,23,0.5,0.9472404189385322,0.6894256265569412,50.0,2.0,0.98,0.02,0.5,1.0,1.0,0.5,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,24,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,25,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,26,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,27,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,28,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,7,Probability-0.5,29,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,0.9999116763822645,1,,,,,,,,
AI4I,7,Probability-0.5,30,0.5,0.9472404189385322,0.6894256265569412,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9970742415402438,1,,,,,,,,
AI4I,7,Probability-0.5,31,0.5,0.9472404189385322,0.6894256265569412,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9933228216751896,1,,,,,,,,
