dataset,seed,method,batch,threshold,test_auc,test_average_precision,n,fail_n,auto_release_rate,inspection_rate,missed_failure_rate,false_accepts,inspected_failure_count,review_fail_capture,domain_auc,shift_flag,gate_mode,minimum_failures
SECOM,37,DTCG-always-roll,1,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9646789686023663,1,stable,5
SECOM,37,DTCG-always-roll,2,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,4.0,0.3,0.7,0.0,0.0,4.0,1.0,0.9984613641214537,1,stable,5
SECOM,37,DTCG-always-roll,3,0.1144237670825905,0.6165105386416861,0.10441089547429536,50.0,0.0,0.34,0.66,0.0,0.0,0.0,0.0,0.9936256218905473,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,4,0.1144237670825905,0.6165105386416861,0.10441089547429536,50.0,1.0,0.24,0.76,0.0,0.0,1.0,1.0,0.9949633329372597,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,5,0.1144237670825905,0.6165105386416861,0.10441089547429536,50.0,1.0,0.14,0.86,0.0,0.0,1.0,1.0,0.9990671641791046,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,6,0.11465349431442307,0.6165105386416861,0.10441089547429536,50.0,1.0,0.08,0.92,0.0,0.0,1.0,1.0,0.9991154356479433,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,7,0.11465349431442307,0.6165105386416861,0.10441089547429536,50.0,3.0,0.12,0.88,0.3333333333333333,1.0,2.0,0.6666666666666666,0.9938080495356036,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,8,0.11465349431442307,0.6165105386416861,0.10441089547429536,50.0,5.0,0.08,0.92,0.0,0.0,5.0,1.0,0.9974937343358397,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,9,0.11465349431442307,0.6165105386416861,0.10441089547429536,50.0,1.0,0.16,0.84,0.0,0.0,1.0,1.0,0.9936310541498611,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,10,0.12702300314065007,0.6165105386416861,0.10441089547429536,50.0,9.0,0.26,0.74,0.4444444444444444,4.0,5.0,0.5555555555555556,0.9973302164542172,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,11,0.1334354570919276,0.6165105386416861,0.10441089547429536,50.0,3.0,0.36,0.64,0.0,0.0,3.0,1.0,0.9949874686716792,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,12,0.13584147355912057,0.6165105386416861,0.10441089547429536,50.0,3.0,0.6,0.4,0.6666666666666666,2.0,1.0,0.3333333333333333,0.997641161727849,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,13,0.13584147355912057,0.6165105386416861,0.10441089547429536,50.0,0.0,0.74,0.26,0.0,0.0,0.0,0.0,0.9995335820895522,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,14,0.13584147355912057,0.6165105386416861,0.10441089547429536,50.0,1.0,0.56,0.44,1.0,1.0,0.0,0.0,0.9964617425917736,1,rolling-calibration,5
SECOM,37,DTCG-always-roll,15,0.13584147355912057,0.6165105386416861,0.10441089547429536,17.0,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,0.9954051796157058,1,rolling-calibration,5
SECOM,37,DTCG-min-failures-1,0,0.0,0.6165105386416861,0.10441089547429536,50.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.9585031086275829,1,first-shift-hold,1
SECOM,37,DTCG-min-failures-1,1,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9646789686023663,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,2,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,4.0,0.3,0.7,0.0,0.0,4.0,1.0,0.9984613641214537,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,3,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,0.0,0.24,0.76,0.0,0.0,0.0,0.0,0.9936256218905473,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,4,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9949633329372597,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,5,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.08,0.92,0.0,0.0,1.0,1.0,0.9990671641791046,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,6,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.06,0.94,0.0,0.0,1.0,1.0,0.9991154356479433,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,7,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.08,0.92,0.3333333333333333,1.0,2.0,0.6666666666666666,0.9938080495356036,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,8,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,5.0,0.08,0.92,0.0,0.0,5.0,1.0,0.9974937343358397,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,9,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.14,0.86,0.0,0.0,1.0,1.0,0.9936310541498611,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,10,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,9.0,0.06,0.94,0.1111111111111111,1.0,8.0,0.8888888888888888,0.9973302164542172,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,11,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.04,0.96,0.0,0.0,3.0,1.0,0.9949874686716792,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,12,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.16,0.84,0.0,0.0,3.0,1.0,0.997641161727849,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,13,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9995335820895522,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,14,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9964617425917736,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-1,15,0.10840506806574912,0.6165105386416861,0.10441089547429536,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9954051796157058,1,shifted-rolling-calibration,1
SECOM,37,DTCG-min-failures-10,0,0.0,0.6165105386416861,0.10441089547429536,50.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.9585031086275829,1,first-shift-hold,10
SECOM,37,DTCG-min-failures-10,1,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9646789686023663,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,2,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,4.0,0.3,0.7,0.0,0.0,4.0,1.0,0.9984613641214537,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,3,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,0.0,0.24,0.76,0.0,0.0,0.0,0.0,0.9936256218905473,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,4,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9949633329372597,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,5,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.08,0.92,0.0,0.0,1.0,1.0,0.9990671641791046,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,6,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.06,0.94,0.0,0.0,1.0,1.0,0.9991154356479433,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,7,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.08,0.92,0.3333333333333333,1.0,2.0,0.6666666666666666,0.9938080495356036,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,8,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,5.0,0.08,0.92,0.0,0.0,5.0,1.0,0.9974937343358397,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,9,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.14,0.86,0.0,0.0,1.0,1.0,0.9936310541498611,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,10,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,9.0,0.06,0.94,0.1111111111111111,1.0,8.0,0.8888888888888888,0.9973302164542172,1,shifted-base-calibration,10
SECOM,37,DTCG-min-failures-10,11,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.04,0.96,0.0,0.0,3.0,1.0,0.9949874686716792,1,shifted-rolling-calibration,10
SECOM,37,DTCG-min-failures-10,12,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,3.0,0.16,0.84,0.0,0.0,3.0,1.0,0.997641161727849,1,shifted-rolling-calibration,10
SECOM,37,DTCG-min-failures-10,13,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9995335820895522,1,shifted-rolling-calibration,10
SECOM,37,DTCG-min-failures-10,14,0.10840506806574912,0.6165105386416861,0.10441089547429536,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9964617425917736,1,shifted-rolling-calibration,10
SECOM,37,DTCG-min-failures-10,15,0.10840506806574912,0.6165105386416861,0.10441089547429536,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9954051796157058,1,shifted-rolling-calibration,10
SECOM,47,DTCG-no-first-shift-hold,0,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,2.0,0.24,0.76,0.0,0.0,2.0,1.0,0.9673485458598208,1,shifted-base-calibration,5
SECOM,47,DTCG-no-first-shift-hold,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,shifted-base-calibration,5
SECOM,47,DTCG-no-first-shift-hold,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,shifted-base-calibration,5
SECOM,47,DTCG-no-first-shift-hold,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,4,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9923337756155094,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,5,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.18,0.82,0.0,0.0,1.0,1.0,0.9961105710941092,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,6,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,7,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.08,0.92,0.0,0.0,3.0,1.0,0.9990832546687174,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,9,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9972175830269263,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,10,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,9.0,0.22,0.78,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,11,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.14,0.86,0.0,0.0,3.0,1.0,0.9903071990775887,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,12,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.28,0.72,0.0,0.0,3.0,1.0,0.9970514521598113,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,13,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.9970434069150048,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,14,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.28,0.72,0.0,0.0,1.0,1.0,0.9904172195193867,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-first-shift-hold,15,0.12252009882102755,0.6820062451209992,0.09663424684700718,17.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.9936545343458149,1,shifted-rolling-calibration,5
SECOM,47,DTCG-no-rolling,0,0.0,0.6820062451209992,0.09663424684700718,50.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.9673485458598208,1,first-shift-hold,5
SECOM,47,DTCG-no-rolling,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,4,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9923337756155094,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,5,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.18,0.82,0.0,0.0,1.0,1.0,0.9961105710941092,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,6,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,7,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.08,0.92,0.0,0.0,3.0,1.0,0.9990832546687174,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,9,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9972175830269263,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,10,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,9.0,0.22,0.78,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,11,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.14,0.86,0.0,0.0,3.0,1.0,0.9903071990775887,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,12,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.28,0.72,0.0,0.0,3.0,1.0,0.9970514521598113,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,13,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.9970434069150048,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,14,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.28,0.72,0.0,0.0,1.0,1.0,0.9904172195193867,1,shifted-base-calibration,5
SECOM,47,DTCG-no-rolling,15,0.12252009882102755,0.6820062451209992,0.09663424684700718,17.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.9936545343458149,1,shifted-base-calibration,5
SECOM,47,DTCG-always-roll,0,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,2.0,0.24,0.76,0.0,0.0,2.0,1.0,0.9673485458598208,1,stable,5
SECOM,47,DTCG-always-roll,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,stable,5
SECOM,47,DTCG-always-roll,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,stable,5
SECOM,47,DTCG-always-roll,3,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.9954967257916522,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,4,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.38,0.62,0.0,0.0,1.0,1.0,0.9923337756155094,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,5,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.22,0.78,0.0,0.0,1.0,1.0,0.9961105710941092,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,6,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,7,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,3.0,0.12,0.88,0.0,0.0,3.0,1.0,0.9990832546687174,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,8,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,9,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,1.0,0.24,0.76,0.0,0.0,1.0,1.0,0.9972175830269263,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,10,0.1265191481377239,0.6820062451209992,0.09663424684700718,50.0,9.0,0.3,0.7,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,11,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,3.0,0.2,0.8,0.0,0.0,3.0,1.0,0.9903071990775887,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,12,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,3.0,0.34,0.66,0.0,0.0,3.0,1.0,0.9970514521598113,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,13,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,0.0,0.58,0.42,0.0,0.0,0.0,0.0,0.9970434069150048,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,14,0.1273335370511841,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9904172195193867,1,rolling-calibration,5
SECOM,47,DTCG-always-roll,15,0.1273335370511841,0.6820062451209992,0.09663424684700718,17.0,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,0.9936545343458149,1,rolling-calibration,5
SECOM,47,DTCG-min-failures-1,0,0.0,0.6820062451209992,0.09663424684700718,50.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.9673485458598208,1,first-shift-hold,1
SECOM,47,DTCG-min-failures-1,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,4,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9923337756155094,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,5,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.18,0.82,0.0,0.0,1.0,1.0,0.9961105710941092,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,6,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,7,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.08,0.92,0.0,0.0,3.0,1.0,0.9990832546687174,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,9,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9972175830269263,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,10,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,9.0,0.22,0.78,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,11,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.14,0.86,0.0,0.0,3.0,1.0,0.9903071990775887,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,12,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.28,0.72,0.0,0.0,3.0,1.0,0.9970514521598113,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,13,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.9970434069150048,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,14,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.28,0.72,0.0,0.0,1.0,1.0,0.9904172195193867,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-1,15,0.12252009882102755,0.6820062451209992,0.09663424684700718,17.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.9936545343458149,1,shifted-rolling-calibration,1
SECOM,47,DTCG-min-failures-10,0,0.0,0.6820062451209992,0.09663424684700718,50.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.9673485458598208,1,first-shift-hold,10
SECOM,47,DTCG-min-failures-10,1,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.26,0.74,0.0,0.0,1.0,1.0,0.9439906559638782,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,2,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,4.0,0.38,0.62,0.0,0.0,4.0,1.0,0.9944834375226916,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,3,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.36,0.64,0.0,0.0,0.0,0.0,0.9954967257916522,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,4,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.34,0.66,0.0,0.0,1.0,1.0,0.9923337756155094,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,5,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.18,0.82,0.0,0.0,1.0,1.0,0.9961105710941092,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,6,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.12,0.88,0.0,0.0,1.0,1.0,0.9991154356479434,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,7,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.08,0.92,0.0,0.0,3.0,1.0,0.9990832546687174,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,8,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,5.0,0.1,0.9,0.0,0.0,5.0,1.0,0.9942181507324062,1,shifted-base-calibration,10
SECOM,47,DTCG-min-failures-10,9,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.2,0.8,0.0,0.0,1.0,1.0,0.9972175830269263,1,shifted-rolling-calibration,10
SECOM,47,DTCG-min-failures-10,10,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,9.0,0.22,0.78,0.3333333333333333,3.0,6.0,0.6666666666666666,0.9929019624346203,1,shifted-rolling-calibration,10
SECOM,47,DTCG-min-failures-10,11,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.14,0.86,0.0,0.0,3.0,1.0,0.9903071990775887,1,shifted-rolling-calibration,10
SECOM,47,DTCG-min-failures-10,12,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,3.0,0.28,0.72,0.0,0.0,3.0,1.0,0.9970514521598113,1,shifted-rolling-calibration,10
SECOM,47,DTCG-min-failures-10,13,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.9970434069150048,1,shifted-rolling-calibration,10
SECOM,47,DTCG-min-failures-10,14,0.12252009882102755,0.6820062451209992,0.09663424684700718,50.0,1.0,0.28,0.72,0.0,0.0,1.0,1.0,0.9904172195193867,1,shifted-rolling-calibration,10
SECOM,47,DTCG-min-failures-10,15,0.12252009882102755,0.6820062451209992,0.09663424684700718,17.0,0.0,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.9936545343458149,1,shifted-rolling-calibration,10
AI4I,7,DTCG-no-first-shift-hold,0,0.0662168704138175,0.9472404189385322,0.6894256265569412,50.0,1.0,0.8,0.2,0.0,0.0,1.0,1.0,0.8975316153087562,1,shifted-base-calibration,5
AI4I,7,DTCG-no-first-shift-hold,1,0.0662168704138175,0.9472404189385322,0.6894256265569412,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.898429704508283,1,shifted-base-calibration,5
AI4I,7,DTCG-no-first-shift-hold,2,0.0662168704138175,0.9472404189385322,0.6894256265569412,50.0,1.0,0.92,0.08,1.0,1.0,0.0,0.0,0.9316144403067853,1,shifted-base-calibration,5
AI4I,7,DTCG-no-first-shift-hold,3,0.0662168704138175,0.9472404189385322,0.6894256265569412,50.0,3.0,0.8,0.2,0.0,0.0,3.0,1.0,0.9932104474171676,1,shifted-base-calibration,5
AI4I,7,DTCG-no-first-shift-hold,4,0.0662168704138175,0.9472404189385322,0.6894256265569412,50.0,1.0,0.88,0.12,0.0,0.0,1.0,1.0,1.0,1,shifted-base-calibration,5
AI4I,7,DTCG-no-first-shift-hold,5,0.0662168704138175,0.9472404189385322,0.6894256265569412,50.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1,shifted-rolling-calibration,5
